Trial,Ping Duration,Distance (cm),Ping Time (us),Delay (us),Steps,Arduino ID,Sensor ID,Range (cm),Sensor length (cm),Color of sensor,Angle on XY plane,side a (cm),side b (cm),side c (cm),Angle on YZ plane,Sensor Configuration,Sensor Angle,Surface material,Surface Length (cm),Surface Width (cm)
54,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,8688,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,8676,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,8688,37,2143,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,8700,38,2171,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,8684,37,2143,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,8676,37,2143,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,8688,37,2155,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,8708,38,2171,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,8712,38,2167,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,8684,37,2151,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,8684,37,2151,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,8704,38,2167,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,8708,38,2171,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,8688,37,2151,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,8688,37,2151,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,8688,37,2151,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,8680,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,8680,37,2143,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,8688,37,2151,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,8688,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,8688,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,8684,37,2151,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,8684,37,2143,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,8688,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,8688,37,2151,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,8684,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,8688,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,8680,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,8688,37,2147,6000,3930,1,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,8500,33,1915,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,8476,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,8424,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,8432,33,1887,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,8428,33,1887,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,8432,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,8424,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,8456,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,8432,33,1899,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,8432,33,1899,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,8436,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,8428,33,1887,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,8452,33,1915,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,8432,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,8448,33,1915,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,8436,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,8436,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,8432,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,8436,33,1899,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,8456,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,8456,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,8432,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,8432,33,1887,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,8424,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,8440,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,8460,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,8432,33,1899,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,8456,33,1923,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,8424,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,8436,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,8432,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,8432,33,1899,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,8436,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,8432,33,1899,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,8432,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,8428,33,1887,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,8424,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,8452,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,8436,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,8452,33,1923,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,8456,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,8456,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,8456,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,8424,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,8428,33,1887,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,8424,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,8432,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,8436,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,8436,33,1899,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,8456,33,1915,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,8432,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,8428,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,8456,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,8432,33,1899,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,8456,33,1923,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,8436,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,8452,33,1915,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,8452,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,8436,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,8436,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,8428,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,8424,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,8436,33,1891,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,8432,33,1895,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,8456,33,1923,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,8452,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,8460,33,1919,6000,5240,1,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,8148,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,8144,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,8084,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,8076,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,8080,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,8080,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,8076,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,8072,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,8080,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,8104,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,8076,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,8080,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,8076,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,8096,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,8076,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,8076,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,8072,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,8080,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,8100,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,8100,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,8100,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,8104,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,8104,27,1571,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,8104,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,8092,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,8080,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,8104,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,8100,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,8108,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,8104,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,8092,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,8104,27,1571,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,8104,27,1571,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,8076,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,8080,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,8108,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,8096,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,8080,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,8076,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,8104,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,8100,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,8100,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,8100,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,8100,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,8096,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,8100,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,8104,27,1571,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,8104,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,8104,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,8080,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,8100,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,8100,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,8100,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,8104,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,8100,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,8076,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,8100,27,1563,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,8104,27,1571,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,8084,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,8076,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,8080,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,8100,27,1567,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,8072,27,1543,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,8084,27,1539,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,8100,27,1559,6000,6550,1,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,7852,22,1267,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,7848,22,1263,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,7804,22,1259,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,7800,22,1259,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,7804,22,1263,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,7796,22,1263,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,7824,22,1283,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,7824,22,1283,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,7796,22,1267,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,7812,22,1263,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,7800,22,1263,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,7804,22,1267,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,7832,22,1291,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,7824,22,1291,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,7824,22,1287,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,7800,22,1259,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,7796,22,1263,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,7800,22,1259,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,7804,22,1267,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,7792,22,1263,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,7824,22,1291,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,7804,22,1267,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,7800,22,1267,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,7800,22,1267,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,7804,22,1267,6000,7860,1,3,23,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
